words,tag
solutions,I-COMPANY
los,B-LOCATION
angeles,I-LOCATION
cateaneck,I-LOCATION
nj,I-LOCATION
     ,O
2013,O
–,O
present,O
   ,O
a,O
global,O
information,O
technology,O
consulting,O
and,O
business,O
process,O
outsourcing,O
company,O
   ,O
sr,B-SKILLS
manager,I-SKILLS
consults,O
as,O
program,O
directorprogram,O
managerproject,O
manager,O
for,O
the,O
pmo,O
practice,O
consulting,O
and,O
professional,O
services,O
serviceincident,O
management,O
working,O
with,O
business,O
and,O
it,O
work,O
groups,O
for,O
major,O
cognizant,O
clients,O
   ,O
it,O
serviceincident,O
management,O
program,O
manager,O
for,O
revenue,O
cycle,O
projects,O
enrollment,O
billingclaimspatient,O
financial,O
systemsdigital,O
payments,O
mobile,O
transformationbi,O
analytics,O
   ,O
program,O
manager,O
and,O
consulting,O
services,O
assessment,O
design,O
migration,O
and,O
build,O
services,O
for,O
datacenters,O
infracloud,O
securitynetworkingdatabase,O
serversvmwindowsunixas400storage,O
backup,O
business,O
intelligencedwh,O
end,O
user,O
computing,O
networkingsecurity,O
loginad,O
messaging,O
outlooklotus,O
sharepoint,O
vdi,O
print,O
services,O
imaging,O
sccm,O
enterprise,O
realtime,O
communication,O
lync,O
voice,O
video,O
conferencing,O
lifecycle,O
management,O
file,O
serverdfs,O
process,O
and,O
tools,O
it,O
servicescontracts,O
capacity,O
planning,O
and,O
monitoring,O
of,O
applications,O
network,O
devices,O
and,O
storage,O
devices,O
databases,O
and,O
vms,O
   ,O
responsible,O
for,O
managing,O
it,O
departmental,O
activities,O
as,O
chief,O
of,O
staff,O
for,O
vp,O
of,O
application,O
development,O
consulting,O
   ,O
responsible,O
for,O
pmo,O
communication,O
planning,O
executive,O
status,O
reports,O
scheduling,O
and,O
tracking,O
program,O
financial,O
goals,O
business,O
objectives,O
charters,O
requirements,O
milestones,O
deliverables,O
and,O
risks,O
actions,O
issues,O
decisions,O
raids,O
processes,O
   ,O
teksystemsusc,B-COMPANY
keck,I-COMPANY
hosp,I-COMPANY
los,B-LOCATION
angeles,I-LOCATION
ca,I-LOCATION
        ,O
2013,O
   ,O
an,O
international,O
staffing,O
and,O
workforce,O
management,O
firmleading,O
healthcare,O
provider,O
   ,O
programproject,O
manager,O
consulting,O
managed,O
the,O
program,O
management,O
office,O
pmo,O
working,O
with,O
multiple,O
workstreams,O
business,O
and,O
it,O
work,O
groups,O
communications,O
training,O
revenue,O
cycleicd10,O
  ,O
this,O
program,O
affects,O
25,O
applications,O
with,O
a,O
budget,O
of,O
10,O
million,O
clinicalcerner,O
revenue,O
cycle,O
coding,O
billing,O
claims,O
systems,O
business,O
intelligencedwhbig,O
data,O
      ,O
responsible,O
for,O
program,O
managementcommunication,O
planning,O
executive,O
status,O
reports,O
training,O
development,O
for,O
employeesphysicians,O
scheduling,O
and,O
tracking,O
of,O
program,O
financial,O
goals,O
business,O
objectives,O
milestones,O
and,O
deliverables,O
   ,O
created,O
processes,O
for,O
contingency,O
planning,O
issue,O
control,O
risk,O
control,O
change,O
control,O
and,O
dependency,O
management,O
  ,O
coordinated,O
program,O
change,O
control,O
risks,O
actions,O
issues,O
decisions,O
raids,O
deliverables,O
and,O
dependencies,O
across,O
multiple,O
workgroupsmultiple,O
icd10,O
remediation,O
projects,O
   ,O
provides,O
pmo,O
presentation,O
program,O
deliverables,O
and,O
coordinates,O
with,O
  ,O
c,O
  ,O
level,O
stakeholders,O
  ,O
implemented,O
pmo,O
reporting,O
infrastructuretool,O
for,O
program,O
reporting,O
in,O
sharepoint,B-SKILLS
   ,O
kaiser,B-COMPANY
permanente,I-COMPANY
kp,I-COMPANY
pasadena,B-LOCATION
ca,I-LOCATION
        ,O
2004,O
–,O
2013,O
   ,O
a,O
leading,O
multibillion,O
integrated,O
managed,O
care,O
and,O
insurance,O
company,O
   ,O
program,B-SKILLS
manager,I-SKILLS
program,B-SKILLS
manager,I-SKILLS
for,O
the,O
program,O
management,O
office,O
pmo,O
working,O
with,O
all,O
kp,O
portfolios,O
care,O
delivery,O
corporate,O
services,O
health,O
plan,O
and,O
regional,O
teams,O
  ,O
managed,O
the,O
change,O
of,O
kps,O
coding,O
standardsrevenue,O
cycle,O
affecting,O
170,O
applications,O
with,O
a,O
total,O
budget,O
124,O
million,O
8,O
regions,O
direct,O
remote,O
hawaii,B-LOCATION
to,O
georgia,B-LOCATION
   ,O
responsible,O
for,O
program,O
managementcommunication,O
planning,O
executive,O
status,O
reports,O
scheduling,O
and,O
tracking,O
program,O
financial,O
goals,O
business,O
objectives,O
milestones,O
and,O
deliverables,O
   ,O
created,O
processes,O
for,O
contingency,O
planning,O
issue,O
control,O
risk,O
control,O
change,O
control,O
and,O
dependency,O
management,O
  ,O
coordinated,O
change,O
control,O
risks,O
actions,O
issues,O
decisions,O
raids,O
deliverables,O
and,O
dependencies,O
across,O
multiple,O
workstreams,O
for,O
the,O
program,O
    ,O
provides,O
pmo,O
presentation,O
and,O
works,O
with,O
major,O
stakeholders,O
to,O
complete,O
program,O
deliverables,O
  ,O
implemented,O
an,O
endtoend,O
pmo,O
reporting,O
infrastructuretool,O
for,O
the,O
program,O
using,O
sharepoint,B-SKILLS
and,O
emplive,O
   ,O
project,B-SKILLS
manager,I-SKILLS
revenue,O
cycle,O
of,O
the,O
metrics,O
and,O
analytics,O
for,O
revenue,O
cycle,O
marc,O
program,O
marc,O
is,O
a,O
patient,O
billinghospital,O
billing,O
reporting,O
and,O
analytics,O
tool,O
data,B-SKILLS
warehousinganalyticsdwh,I-SKILLS
etl,O
and,O
bi,O
project,O
management,O
8,O
regions,O
directremote,O
hawaii,B-SKILLS
to,O
georgia,B-SKILLS
  ,O
awarded,O
outstanding,O
performance,O
   ,O
developed,O
requirements,O
definition,O
standard,O
metrics,O
front,O
middle,O
back,O
end,O
metrics,O
data,O
models,O
erwin,O
kp,O
deliverables,O
standards,O
  ,O
facilitated,O
jad,B-SKILLS
sessions,I-SKILLS
in,O
areas,O
of,O
kphc,O
epicclarityepremischronicles,O
databases,O
    ,O
managed,O
application,O
development,O
infrastructure,O
build,O
and,O
production,O
support,O
teams,O
for,O
database,B-SKILLS
warehousingbusiness,B-SKILLS
intelligence,O
systems,O
data,O
reporting,O
  ,O
analyticsbusiness,O
analysts,O
etl,O
developers,O
business,O
objects,O
developers,O
data,O
modelers,O
dbas,O
and,O
data,B-SKILLS
integration,I-SKILLS
analysts,I-SKILLS
  ,O
platform,O
informatica,O
ab,O
initio,O
web,O
focus,O
business,O
objects,O
medefinance,O
xmlsoap,B-SKILLS
web,B-SKILLS
services,I-SKILLS
oraclesql,B-SKILLS
serverdb2udbexadatateradata,B-SKILLS
across,O
kaiser,O
s,O
application,O
systems,O
kaiser,O
s,O
enterprise,O
data,B-SKILLS
warehouse,I-SKILLS
and,O
erp,O
s,O
ciwrs,O
kphcclarity,O
membershipfoundation,O
systems,O
onelink,O
supply,O
chain,O
peoplesoft,O
hrepmcrm,O
medeanalytics,O
    ,O
mentored,O
revenue,O
cycle,O
analysts,O
on,O
business,O
objects,O
universe,O
data,B-SKILLS
mart,I-SKILLS
metrics,B-SKILLS
design,I-SKILLS
and,O
dashboard,B-SKILLS
design,I-SKILLS
developed,O
and,O
managed,O
rfp,O
for,O
external,O
bidding,O
  ,O
codeveloped,O
data,B-SKILLS
warehousing,I-SKILLS
project,B-SKILLS
management,I-SKILLS
methodology,O
for,O
kaiser,O
contributor,O
to,O
the,O
teams,O
deliverables,O
template,O
and,O
pm,O
processes,O
workflow,O
   ,O
completed,O
it,O
services,O
platforminfrastructure,O
and,O
applicationdata,O
migration,O
assessments,O
for,O
the,O
etlbi,O
organization,O
accountable,O
for,O
project,O
budget,O
forecast,O
it,O
cognos,O
ca,O
clarity,O
executive,O
status,O
reports,O
task,O
definition,O
issue,O
log,O
production,O
releases,O
sla,O
sow,O
client,O
coordination,O
and,O
daytoday,O
project,O
management,O
   ,O
computer,B-COMPANY
sciences,I-COMPANY
corp,I-COMPANY
el,B-LOCATION
segundo,I-LOCATION
ca,I-LOCATION
       ,O
20032004,O
   ,O
a,O
multibillion,O
global,O
information,O
technology,O
it,O
and,O
professional,O
services,O
company,O
   ,O
sr,B-SKILLS
managerprogram,I-SKILLS
manager,I-SKILLS
managed,O
raytheon,O
s,O
operating,O
master,O
environment,O
rome,O
service,O
delivery,O
infrastructure,O
build,O
production,O
support,O
and,O
architecture,O
to,O
the,O
userdevelopment,O
community,O
  ,O
rome,O
is,O
comprised,O
of,O
oracle,B-SKILLS
s,O
databases,O
bidwh,O
portal,O
technology,O
discoverer,O
forms,O
reports,O
workflow,O
web,B-SKILLS
services,I-SKILLS
application,O
server,O
j2ee,B-SKILLS
containers,O
apache,B-SKILLS
servers,I-SKILLS
pvcs,O
configurationrelease,O
management,O
cold,B-SKILLS
fusion,I-SKILLS
sas,B-SKILLS
jacadakintana,B-SKILLS
on,O
clustered,O
unixwindows,B-SKILLS
servers,I-SKILLS
     ,O
managed,O
a,O
team,O
of,O
14,O
administrators,O
and,O
developers,O
responsible,O
to,O
plan,O
direct,O
control,O
support,O
and,O
report,O
on,O
the,O
webportal,O
development,O
projects,O
under,O
rome,O
manages,O
vendor,O
service,O
and,O
contract,O
delivery,O
   ,O
responsible,O
and,O
accountable,O
for,O
achieving,O
project,O
budgets,O
and,O
contractual,O
commitments,O
for,O
csc,O
to,O
raytheon,O
  ,O
manageshosts,O
more,O
than,O
20,O
j2eeportal,O
application,O
deployments,O
to,O
the,O
rome,O
environment,O
from,O
development,O
to,O
production,O
  ,O
completed,O
platforminfrastructure,O
application,O
and,O
data,O
migration,O
assessments,O
for,O
the,O
different,O
rome,O
projects,O
   ,O
bearingpoint,B-COMPANY
kpmg,I-COMPANY
consulting,I-COMPANY
financial,I-COMPANY
services,I-COMPANY
ny,B-LOCATION
ny,I-LOCATION
     ,O
19962002,O
   ,O
kpmg,O
is,O
one,O
of,O
the,O
largest,O
multinational,O
professional,O
services,O
company,O
in,O
the,O
world,O
   ,O
management,O
consulting,O
manager,O
led,O
systems,O
development,O
management,O
consulting,O
capacitycost,O
planning,O
business,O
reengineeringfinancial,B-SKILLS
analysis,I-SKILLS
engagements,O
  ,O
delivering,O
leading,O
edge,O
it,O
solutions,O
for,O
fortune,O
500,O
firms,O
   ,O
for,O
a,O
major,O
telecommunications,O
company,O
cingular,O
wirelessnow,O
att,O
led,O
the,O
design,O
of,O
a,O
peoplesoft,O
hr,O
timelabor,O
payroll,O
and,O
oracle,O
financials,O
enterprise,O
data,O
martdata,B-SKILLS
warehouse,B-SKILLS
system,O
using,O
oraclebusiness,O
objects,O
  ,O
managed,O
  ,O
project,O
team,O
meetings,O
interfaced,O
with,O
the,O
client,O
stakeholders,O
conducted,O
performance,O
reviews,O
for,O
team,O
members,O
  ,O
designed,O
the,O
architecture,O
web,B-SKILLS
application,I-SKILLS
database,I-SKILLS
and,O
batch,O
servers,O
defined,O
business,O
and,O
functional,O
requirements,O
designed,O
etl,O
processes,O
reporting,O
strategy,O
and,O
overall,O
security,O
    ,O
for,O
a,O
major,O
global,O
investmentbanking,O
groupasia,O
europe,O
us,O
credit,O
suissefirst,O
bostoncitibankusaa,O
led,O
the,O
requirements,B-SKILLS
analysis,I-SKILLS
functional,B-SKILLS
design,I-SKILLS
data,B-SKILLS
integrationsystems,I-SKILLS
architecture,O
design,O
of,O
their,O
us,O
gaap,O
financial,B-SKILLS
reporting,I-SKILLS
module,O
assembled,O
mentored,O
and,O
managed,O
project,O
resources,O
conducted,O
the,O
multidisciplinary,O
client,O
and,O
team,O
meetings,O
coordinated,O
with,O
project,O
sponsors,O
and,O
oversaw,O
overall,O
project,O
delivery,O
  ,O
involves,O
restructuring,O
systems,O
from,O
front,O
office,O
to,O
settlement,O
and,O
to,O
back,O
office,O
systems,O
included,O
rationalizing,O
the,O
chart,O
of,O
accounts,O
to,O
support,O
the,O
transition,O
from,O
swiss,O
gaap,O
to,O
us,O
gaap,O
accounting,O
standards,O
to,O
enable,O
listing,O
with,O
the,O
new,O
york,O
stock,O
exchange,O
  ,O
designed,O
developed,O
and,O
deployed,O
a,O
web,O
based,O
global,O
derivatives,O
hedging,O
reconciliation,O
and,O
tracking,O
workflow,O
system,O
   ,O
for,O
a,O
major,O
investmentinsurance,O
company,O
nationwide,O
insurance,O
led,O
the,O
data,B-SKILLS
integration,I-SKILLS
and,O
architecture,B-SKILLS
design,I-SKILLS
of,O
security,O
holdingsmortgage,O
holdings,O
data,O
martdata,B-SKILLS
warehouse,B-SKILLS
using,O
delphi,O
4xoracle,B-SKILLS
8x,I-SKILLS
the,O
project,O
is,O
an,O
investment,O
decision,O
support,O
tool,O
that,O
allows,O
consolidation,O
of,O
holdings,O
information,O
for,O
risk,B-SKILLS
management,I-SKILLS
and,O
portfolio,B-SKILLS
analysis,I-SKILLS
    ,O
at,B-COMPANY
st,I-COMPANY
paul,I-COMPANY
cos,I-COMPANY
a,O
major,O
investmentinsurance,O
company,O
led,O
the,O
data,B-SKILLS
integration,I-SKILLS
and,O
migration,O
sybase,O
10x,O
solaris,O
2x,O
of,O
existing,O
security,O
holdingsmortgage,O
holdings,O
data,O
to,O
algorithmics,O
historisk,O
using,O
sybase,O
and,O
riskwatch,O
to,O
implement,O
risk,B-SKILLS
management,I-SKILLS
policies,O
developed,O
algorithmics,O
code,O
to,O
provide,O
standard,O
risk,B-SKILLS
management,I-SKILLS
reports,O
   ,O
led,O
the,O
requirements,B-SKILLS
analysis,I-SKILLS
functional,B-SKILLS
design,I-SKILLS
technical,B-SKILLS
design,I-SKILLS
modeling,I-SKILLS
and,O
development,O
of,O
an,O
enterprisewide,O
workflow,O
reporting,O
client,O
management,O
imaging,O
and,O
billing,O
system,O
for,O
impath,O
pathologicalcancer,O
research,O
laboratory,O
to,O
satisfy,O
fda,O
documentation,O
requirements,O
  ,O
this,O
laboratory,O
information,O
management,O
system,O
receives,O
test,O
samples,O
from,O
various,O
health,O
care,O
providers,O
to,O
impath,O
s,O
laboratory,O
workflow,O
system,O
and,O
routed,O
to,O
multiple,O
testing,O
laboratories,O
  ,O
result,B-SKILLS
analysis,I-SKILLS
and,O
images,O
are,O
saved,O
in,O
the,O
database,O
and,O
billed,O
and,O
shipped,O
using,O
the,O
system,O
uses,O
oracle,O
serverobjects,O
for,O
ole,O
image,O
processing,O
distributed,O
objects,O
triggers,O
stored,O
procedures,O
and,O
visual,B-SKILLS
basic,I-SKILLS
    ,O
for,O
a,O
major,O
entertainment,O
company,O
managed,O
the,O
development,O
support,O
team,O
responsible,O
for,O
database,B-SKILLS
design,I-SKILLS
using,O
object,B-SKILLS
oriented,I-SKILLS
design,I-SKILLS
rational,O
roseumloracle,O
designer,O
oracle,B-SKILLS
database,I-SKILLS
architecture,O
web,B-SKILLS
development,I-SKILLS
using,O
java,B-SKILLS
server,B-SKILLS
pages,O
and,O
ejb,B-SKILLS
  ,O
designed,O
the,O
database,B-SKILLS
architecture,I-SKILLS
used,O
to,O
load,O
various,O
media,O
objects,O
and,O
impressions,O
for,O
their,O
various,O
web,O
sites,O
  ,O
managed,O
and,O
mentored,O
a,O
team,O
of,O
oracle,O
dbas,O
to,O
support,O
both,O
prod,O
and,O
dev,O
web,O
sites,O
   ,O
previous,O
work,O
experience,O
   ,O
pacificare,B-COMPANY
health,I-COMPANY
systems,I-COMPANY
division,I-COMPANY
of,I-COMPANY
united,I-COMPANY
health,I-COMPANY
group,I-COMPANY
cypress,B-LOCATION
ca,I-LOCATION
     ,O
2004,B-DATE
    ,O
project,B-SKILLS
manager,I-SKILLS
   ,O
manages,O
bidatabase,B-SKILLS
warehousing,I-SKILLS
etl,O
developers,O
vendors,O
and,O
provides,O
a,O
leadership,O
role,O
for,O
database,B-SKILLS
analysts,I-SKILLS
and,O
developers,O
for,O
the,O
pricing,O
and,O
underwriting,O
data,B-SKILLS
mart,I-SKILLS
projects,O
using,O
business,O
objects,O
crystal,O
reports,O
ascential,O
data,O
stage,O
and,O
oracleplsql,B-SKILLS
participated,O
in,O
mergers,O
and,O
acquisition,O
systems,O
alignment,O
analysis,O
and,O
build,O
   ,O
managed,O
project,O
plan,O
production,O
releases,O
stakeholder,O
coordination,O
vendor,O
managementcoordination,O
   ,O
managed,O
multiple,O
project,O
budgets,O
and,O
successfully,O
liaise,O
with,O
the,O
executive,O
steering,O
groups,O
   ,O
accurex,B-COMPANY
technology,I-COMPANY
walnut,B-LOCATION
ca,I-LOCATION
          ,O
2004,B-DATE
    ,O
project,B-SKILLS
manager,I-SKILLS
consulting,O
   ,O
decision,O
support,O
manager,O
performs,O
general,O
oversight,O
for,O
standards,O
and,O
procedures,O
for,O
database,O
usage,O
production,O
support,O
security,O
and,O
data,O
distribution,O
for,O
a,O
major,O
health,O
care,O
organization,O
in,O
southern,B-LOCATION
california,I-LOCATION
  ,O
manages,O
the,O
database,O
admin,O
data,B-SKILLS
warehousing,I-SKILLS
cognosoraclesql,B-SKILLS
serverhp,B-SKILLS
unix,B-SKILLS
and,O
business,O
intelligencereporting,O
teams,O
provided,O
leadership,O
role,O
for,O
the,O
database,B-SKILLS
analysts,I-SKILLS
and,O
reporting,O
personnel,O
throughout,O
the,O
organization,O
   ,O
project,B-SKILLS
manager,I-SKILLS
for,O
elite,O
s,O
billing,O
and,O
accounting,O
system,O
15,O
developers,O
8,O
business,B-SKILLS
analysts,I-SKILLS
and,O
other,O
indirect,O
reports,O
elite,O
is,O
the,O
global,O
market,O
leader,O
in,O
financial,O
and,O
practice,O
management,O
software,O
for,O
professional,O
service,O
firms,O
worldwide,O
release,O
project,B-SKILLS
management,I-SKILLS
for,O
elite,O
s,O
next,O
generation,O
product,O
enhancement,O
software,O
releases,O
of,O
existing,O
code,O
from,O
requirements,B-SKILLS
analysis,I-SKILLS
functional,B-SKILLS
requirements,I-SKILLS
scoping,O
development,O
to,O
qa,B-SKILLS
enhanced,O
elite,O
s,O
pm,O
processes,O
using,O
pmbok,O
methodologies,O
for,O
cmm,O
level,O
2,O
certification,O
   ,O
for,O
a,O
leading,O
lease,O
software,O
management,O
company,O
accruent,O
inc,O
led,O
the,O
architecture,O
design,O
and,O
development,O
of,O
an,O
enterprise,O
data,B-SKILLS
martdata,B-SKILLS
warehouse,I-SKILLS
system,O
using,O
oraclebusiness,B-SKILLS
objects,O
  ,O
managed,O
and,O
designed,O
the,O
architecture,O
dashboard,O
database,B-SKILLS
and,O
webintelligence,O
servers,O
defined,O
business,O
and,O
functional,B-SKILLS
requirements,I-SKILLS
designed,O
and,O
developed,O
etl,O
using,O
data,O
junctionoracle,B-SKILLS
plsql,B-SKILLS
tuned,O
business,O
objects,O
repository,O
developed,O
reports,O
reporting,O
strategy,O
and,O
defined,O
overall,O
security,O
design,O
   ,O
epolicysolution,B-COMPANY
inc,I-COMPANY
insurance,I-COMPANY
torrance,B-LOCATION
california,I-LOCATION
       ,O
20022003,B-DATE
    ,O
project,B-SKILLS
leaddb,I-SKILLS
architect,I-SKILLS
   ,O
zeitech,B-COMPANY
incthe,I-COMPANY
equitable,I-COMPANY
cos,I-COMPANY
inc,I-COMPANY
insurance,I-COMPANY
ny,B-LOCATION
ny,I-LOCATION
      ,O
19941996,B-DATE
    ,O
sr,B-SKILLS
programmeranalyst,I-SKILLS
   ,O
it,O
oracle,B-SKILLS
consultant,I-SKILLS
for,O
an,O
insurance,O
company,O
axaequitable,O
cos,O
with,O
their,O
reengineering,B-SKILLS
effort,O
to,O
migrate,O
mainframe,O
to,O
client,O
server,O
technology,O
completed,O
the,O
migration,O
and,O
software,O
development,O
of,O
the,O
agent,O
information,O
database,O
from,O
an,O
ibm,B-SKILLS
db2,B-SKILLS
environment,I-SKILLS
to,O
the,O
oracle,O
environment,O
using,O
stored,B-SKILLS
procedures,I-SKILLS
triggers,O
cc,O
and,O
  ,O
the,O
agent,O
financial,O
modeling,O
and,O
segmentation,O
system,O
to,O
provide,O
agent,O
sales,O
analysis,O
